CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,Satisfaction Score,Card Type,Point Earned,Geography_Germany,Geography_Spain
-0.3268776134449855,1,0.34261499031699677,-1.041759679225311,-1.225847671409028,-0.9248266620549407,1,1,0.021886493995386145,1,2,3.0,-0.6308391179267367,0,0
-0.4408036477938508,1,0.2400110761109005,-1.3875375865624429,0.11735002143511067,-0.9248266620549407,0,1,0.21653375188734028,0,3,3.0,-0.6662508949483569,0,1
-1.5386363424283704,1,0.34261499031699677,1.0329077647974803,1.3330533457228906,2.58362046258444,1,0,0.24068690006348817,1,3,3.0,-1.0159421930368555,0,0
0.5016753636376708,1,0.034803247698707886,-1.3875375865624429,-1.225847671409028,0.8293969002647494,0,0,-0.10891791702847124,0,5,1.0,-1.1354569404848234,0,0
2.065569107881185,1,0.4452189045230931,-1.041759679225311,0.7857278997960593,-0.9248266620549407,1,1,-0.3652757825144027,0,5,1.0,-0.8034715309071347,0,1
-0.05759789589312221,0,0.5478228187291894,1.0329077647974803,0.5973285944410416,0.8293969002647494,1,0,0.8636502870218095,1,5,3.0,-0.5423096753726864,0,1
1.775575565902255,0,1.1634463039657672,0.6871298574603484,-1.225847671409028,0.8293969002647494,1,1,-1.5654872211931183,0,2,0.0,-1.7728689268739855,0,0
-2.771108895838822,1,-0.9912358943622551,-0.3502038645510472,0.6180189508533648,3.460732243744285,1,0,0.3348537298101205,1,2,3.0,-1.4364570451685943,1,0
-1.5489932546419038,0,0.5478228187291894,-0.3502038645510472,1.050820286584903,0.8293969002647494,0,1,-0.437328846094908,0,3,1.0,-1.5736776811273723,0,0
0.3463216804346728,0,-1.1964437227744478,-1.041759679225311,0.931463361993678,-0.9248266620549407,1,1,-0.4932304840924708,0,3,1.0,-1.1708687175064436,0,0
-1.2693566248765074,0,-0.7860280659500626,0.34135195012321656,0.4091854022850921,0.8293969002647494,0,0,-0.3461997008923627,0,3,1.0,-1.5161335434672396,0,0
-1.5904209034960366,0,-1.5042554653927367,-0.695981771888179,-1.225847671409028,0.8293969002647494,1,0,-0.41212331559230697,0,3,1.0,-1.5825306253827773,0,1
-1.8079160599802337,1,-0.4782163233317736,1.7244635794717438,-1.225847671409028,0.8293969002647494,1,0,-1.283817056739873,0,3,0.0,-2.157972001984104,0,0
-1.05186146839231,1,-1.4016515511866403,-0.004425957213915308,-1.225847671409028,0.8293969002647494,0,0,1.5783569986897874,0,3,2.0,-0.2545889870720229,0,0
-0.16116701802845426,1,-0.37561240912567734,0.6871298574603484,-1.225847671409028,0.8293969002647494,1,1,-0.5936359656444845,0,2,1.0,-1.2771040485713039,0,1
-0.3579483500855851,0,0.6504267329352856,-0.695981771888179,1.0681029591182614,0.8293969002647494,0,1,-0.6218824846013182,0,5,1.0,-1.321368769848329,1,0
0.025257401815143427,0,1.9842776176145376,-1.3875375865624429,0.8993931172292714,-0.9248266620549407,1,0,-1.651825870574206,1,2,0.0,-1.9632072283651936,1,0
-1.05186146839231,1,-1.5042554653927367,1.3786856721346121,-1.225847671409028,0.8293969002647494,1,1,-1.4899561835690913,0,3,0.0,-0.27672134771053547,0,1
-0.6582988042780481,0,0.6504267329352856,0.34135195012321656,-1.225847671409028,-0.9248266620549407,0,0,1.0189010247747559,0,3,2.0,0.5554554122975373,0,1
0.7813119934030673,1,-1.5042554653927367,0.34135195012321656,-1.225847671409028,0.8293969002647494,1,1,-0.7888730584424746,0,4,1.0,-0.573294980266604,0,0
0.8434534666842666,0,0.2400110761109005,1.0329077647974803,-1.225847671409028,0.8293969002647494,1,1,1.2310704831801604,0,3,2.0,-0.17048601664567511,0,0
-0.15081010581492107,1,-0.6834241517439662,1.0329077647974803,-1.225847671409028,0.8293969002647494,1,0,0.6688717421740601,0,2,3.0,-1.1974275502726586,0,1
-1.455781044720105,1,-0.06780066650738842,-0.3502038645510472,-1.225847671409028,-0.9248266620549407,1,0,0.3273182063274937,1,2,3.0,1.241558592091427,0,1
0.1909679972316747,0,0.753030647141382,-0.695981771888179,-1.225847671409028,0.8293969002647494,0,1,-1.5928757668520803,0,2,0.0,0.2588817797414688,0,0
